CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
41.081.356/0001-84;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SECURITIZADORA;Benefícios futuros;101567.1;Recursos próprios
41.081.356/0001-84;2023-06-01;2;CRI_22J1381567 - PLAYBANCO SECURITIZADORA;Benefícios futuros;303974.51;Recursos próprios
41.081.356/0001-84;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SECURITIZADORA;Benefícios futuros;450000;Recursos próprios
41.081.356/0001-84;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SECURITIZADORA;Benefícios futuros;12024.64;Recursos próprios
41.081.356/0001-84;2023-06-01;2;CRI_22J1381764 - PLAYBANCO SECURITIZADORA;Benefícios futuros;60336.89;Recursos próprios
41.224.330/0001-48;2023-06-01;1;CRA022008N8;Apreciação de capital;9885534.49;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022008SP;Apreciação de capital;11007717.7;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022004XT;Apreciação de capital;2478062.83;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022008YA;Apreciação de capital;7959429.82762;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022008C8;Apreciação de capital;5038026.41;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022008YG;Apreciação de capital;3940000;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022009EX;Apreciação de capital;9625047.36565295;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022009VM;Apreciação de capital;6766249.23;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02200AYI;Apreciação de capital;8279805.11;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02200CCK;Apreciação de capital;14506609.4470275;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022007KC;Apreciação de capital;1134846.58;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA022000GS;Apreciação de capital;1402028.6;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA023001JL;Apreciação de capital;13985182.04604;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02300335;Apreciação de capital;8349750.2624;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA023007K9;Apreciação de capital;18008540.83812;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA023009VL;Apreciação de capital;7880000;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02300BVT;Apreciação de capital;8484506.6605184;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02300D49;Apreciação de capital;7387500;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02300DFD;Apreciação de capital;5742550;Recursos em Liquidez / Emissão de Cotas
41.224.330/0001-48;2023-06-01;1;CRA02300EI9;Apreciação de capital;16745000;Recursos em Liquidez / Emissão de Cotas
41.256.643/0001-88;2023-06-01;1;19J0279700;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;5626231.4;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;21F1076305;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;1140182.06;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;22I0246580;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;2014192.22;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;22J1370286;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;6900000;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;LFT20260301 - 210100;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;367790.81;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;LFT20280301 - 210100;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;12144094.23;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;LFT20280901 - 210100;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;395604.15;Recursos de caixa
41.256.643/0001-88;2023-06-01;1;OT SOBERANO;Proporcionar aos seus cotistas a valorização e a rentabilidade de suas cotas ao longo prazo;74938461.79;Recursos de caixa
41.272.747/0001-86;2023-06-01;1;CRA019005Q0 - Açucareira Quatá S.A;Valorização de capital conforme política de investimentos;3200339.73;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA021000S9 - Aço Verde do Brasil S.A;Valorização de capital conforme política de investimentos;3201523.66;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA021000S9 - Aço Verde do Brasil S.A;Valorização de capital conforme política de investimentos;442986.31;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA021000S9 - Aço Verde do Brasil S.A;Valorização de capital conforme política de investimentos;539861.43;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022006N6 - FUTURA AGRONEGOCIOS LTDA.;Valorização de capital conforme política de investimentos;1999051.05;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022006N6 - FUTURA AGRONEGOCIOS LTDA.;Valorização de capital conforme política de investimentos;488017.4;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022009Q7 - ECO SEC AGRO;Valorização de capital conforme política de investimentos;1600000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022009Q7 - ECO SEC AGRO;Valorização de capital conforme política de investimentos;1076066.68;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022000M9 - ALCOESTE BIOENERGIA FERNANDOPOLIS S.A.;Valorização de capital conforme política de investimentos;1701517.01;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022004BO - ELZA JUNQUEIRA DE CARVALHO DIAS;Valorização de capital conforme política de investimentos;1700478.83;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02100193 - DISTRIBUIDORA RIO BRANCO DE PETRÓLEO LTDA;Valorização de capital conforme política de investimentos;2618468.02;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022009Q6 - VALORIZA AGRONEGOCIOS LTDA;Valorização de capital conforme política de investimentos;2600000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02200AHU - GIRASSOL AGRÍCOLA LTDA;Valorização de capital conforme política de investimentos;1700000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA021005L1 - RBCAPITALSEC;Valorização de capital conforme política de investimentos;2072098.4;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA021005M0 - FIAGRIL LTDA;Valorização de capital conforme política de investimentos;3235482.5;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022008T1 - ECO SECURITIZADORA DE DC DO AGRONEGÓCIO S.A.;Valorização de capital conforme política de investimentos;3200000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA0220099D - COOP. CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDARIA - CENTRAL CRESOL BASER;Valorização de capital conforme política de investimentos;2389000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02200D9U - PIVOT EQUIPAMENTOS AGRÍCOLAS E IRRIGAÇÃO S.A;Valorização de capital conforme política de investimentos;1700000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA0220099D - COOP. CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDARIA - CENTRAL CRESOL BASER;Valorização de capital conforme política de investimentos;495616.5;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02200816 - UBY AGROQUIMICA S.A;Valorização de capital conforme política de investimentos;2200639.1;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02200AYH - DACALDA ACUCAR E ALCOOL LTDA;Valorização de capital conforme política de investimentos;3200000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA0220058X - MITRE AGROPECUÁRIA LTDA;Valorização de capital conforme política de investimentos;1699684.69;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA02300BQD - GJA INDÚSTRIAS S.A;Valorização de capital conforme política de investimentos;1600000;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022008NH - IRANI PAPEL E EMBALAGEM S.A.;Valorização de capital conforme política de investimentos;1922397.31;Aporte de cotistas
41.272.747/0001-86;2023-06-01;1;CRA022008NC - SOROCABA REFRESCOS S.A;Valorização de capital conforme política de investimentos;2352922.7;Aporte de cotistas
41.673.359/0001-07;2023-06-01;2;CLD EMP.IMOB.SPE;Rentabilidade;63896584;Recurso de caixa
41.673.359/0001-07;2023-06-01;2;SING RF REF DI LP FI;Rentabilidade;107877.29;Recurso de caixa
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 114ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;99330007.31;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - ECO SECURITIZADORA DE DIREITOS - Série nº 1 da 254ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;99000000;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 125ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;68558928.46;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 130ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;66668740.21;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 135ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;66668740.21;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 136ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;66668740.21;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 77ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;61917370.38;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 144ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;60000000;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 81ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;54615000;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - ECO SECURITIZADORA DE DIREITOS - Série nº 1 da 185ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;51106088.38;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 38ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;46672431.2;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 14ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;44385849.04;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 89ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;22309023.19;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 85ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9600670.29;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 82ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9593949.76;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 84ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9593949.76;Emissão de Cotas
41.745.701/0001-37;2023-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZAC - Série nº 1 da 83ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9593949.76;Emissão de Cotas
41.922.239/0001-04;2023-12-01;1;CRI - RB CAPITAL SECURITIZADORA S.A.;Aplicação em ativos-alvo do Fundo;1004544.96;Caixa
42.405.905/0001-91;2023-06-01;1;MIRAE ASSET CCTVM - RZAG11;Beneficios Futuros;3911086.69;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;MIRAE ASSET CCTVM - XPCA11;Beneficios Futuros;1295854.6;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;MIRAE ASSET CCTVM - VGIA11;Beneficios Futuros;2802957.08;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;1515725.7;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;2535527.49;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;949399.22;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22D00636041;Beneficios Futuros;509255.92;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;5069187.29;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;1898056.66;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;3032479.01;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_21K00017284;Beneficios Futuros;63774.23;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22B00485619;Beneficios Futuros;104311.21;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22E01056933;Beneficios Futuros;133510.34;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_21C00573075;Beneficios Futuros;33486.88;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22E01183048;Beneficios Futuros;54561.12;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22E00500116;Beneficios Futuros;50806.95;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22E01219464;Beneficios Futuros;129222.55;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_21K00148695;Beneficios Futuros;63717.66;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_21C00573031;Beneficios Futuros;49660.35;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;LCA_22D01260705;Beneficios Futuros;50658.23;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022007KJ;Beneficios Futuros;32300000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022002MH;Beneficios Futuros;17065496.24;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200816;Beneficios Futuros;50015499.99;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA018004SC;Beneficios Futuros;260181.05;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022002MH;Beneficios Futuros;2499263.72;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;70000215.07;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;70000215.07;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022001JL;Beneficios Futuros;15000400.25;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022001P6;Beneficios Futuros;16759823.95;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000M9;Beneficios Futuros;8998643.09;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0220033A;Beneficios Futuros;20099519.91;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008Y9;Beneficios Futuros;12490006.52;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022009Q3;Beneficios Futuros;18500000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022009Q4;Beneficios Futuros;13507917.81;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022009Q6;Beneficios Futuros;20000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200BQ9;Beneficios Futuros;24000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200BQA;Beneficios Futuros;6000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200BQB;Beneficios Futuros;24000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200BQC;Beneficios Futuros;6000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0220073L;Beneficios Futuros;3499442.34;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022002MH;Beneficios Futuros;30342634.86;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200CNM;Beneficios Futuros;5000000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000B5;Beneficios Futuros;13192676.55;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000B5;Beneficios Futuros;13204761.85;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000B5;Beneficios Futuros;26457931.95;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0190020F;Beneficios Futuros;10119559.79;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000B5;Beneficios Futuros;18018671.41;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200FFL;Beneficios Futuros;14900000;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;5001120.91;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;6001015.22;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA023001JL;Beneficios Futuros;5999646.45;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;2714897.26;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;5318127.76;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022008CB;Beneficios Futuros;10098989.29;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200816;Beneficios Futuros;9005839.22;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022009VM;Beneficios Futuros;10663662.73;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRI_22L1258273;Beneficios Futuros;22346662.21;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000M9;Beneficios Futuros;5000500.01;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200816;Beneficios Futuros;5003804.24;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000M9;Beneficios Futuros;5006316.9;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200816;Beneficios Futuros;5010063.12;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA022000M9;Beneficios Futuros;5013154.15;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA02200816;Beneficios Futuros;5016329.76;Recursos próprios / emissão de cotas
42.405.905/0001-91;2023-06-01;1;CRA_CRA0230099D;Beneficios Futuros;11999438.18;Recursos próprios / emissão de cotas
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - LFTT11;Benefícios futuros;1549249.47;Recursos próprios
42.432.327/0001-82;2023-06-01;1;XP INVESTIMENTOS CCTVM - LFTT11;Benefícios futuros;1673688.39;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - GCRI11;Benefícios futuros;3797.99;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - GGRC11;Benefícios futuros;9588.44;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - RZAK11;Benefícios futuros;3046.46;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - TGAR11;Benefícios futuros;6292.84;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - JPPA11;Benefícios futuros;5343.64;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - SNCI11;Benefícios futuros;5027.69;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - IRDM11;Benefícios futuros;5746.81;Recursos próprios
42.432.327/0001-82;2023-06-01;1;MIRAE ASSET CCTVM - AFHI11;Benefícios futuros;9959.61;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_19I0739560;Benefícios futuros;403538.41;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22E1273339_DU;Benefícios futuros;3500000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22E1314836;Benefícios futuros;3800690.44;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22F0236430;Benefícios futuros;3500000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22K1321023_DU2;Benefícios futuros;3000000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22K1321023_DU2;Benefícios futuros;812587.46;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CRI_22L1125928;Benefícios futuros;3600000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;EDIÇÃO JARDINS - MATRÍCULA 199.024;Benefícios futuros;770000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;EDIÇÃO JARDINS - MATRÍCULA 199.040;Benefícios futuros;770000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;EDIÇÃO JARDINS - MATRÍCULA 199.041;Benefícios futuros;770000;Recursos próprios
42.432.327/0001-82;2023-06-01;1;CLARION 1103_1104_1503;Benefícios futuros;1077971.69;Recursos próprios
42.432.327/0001-82;2023-06-01;1;IT HOME _ MATRICULA - 186657;Benefícios futuros;1338390.02;Recursos próprios
42.479.593/0001-60;2023-06-01;1;CRA021005M1;Recebimento de juros e ganho de capital;9025604.55;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA021005LP;Recebimento de juros e ganho de capital;14121064.79;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022002H0;Recebimento de juros e ganho de capital;13135584.28;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA018002XL;Recebimento de juros e ganho de capital;12233949.84;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022007KB;Recebimento de juros e ganho de capital;41891145.07;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA0210026F;Carrego em momento de caixa mais alto;47741419.8;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA0220080Z;Recebimento de juros e ganho de capital;55532965.02;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022007VG;Recebimento de juros e ganho de capital;11250000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022007VD;Recebimento de juros e ganho de capital;8000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA019004BR;Recebimento de juros e ganho de capital;12645113.14;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA019005Q0;Trade e venda com fechamento de taxa;14999745.64;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022008T1;Trade e venda com fechamento de taxa;10000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022008HL;Recebimento de juros e ganho de capital;40000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA0220086H;Recebimento de juros e ganho de capital;18588000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022007VE;Recebimento de juros e ganho de capital;12008871;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022008C4;Recebimento de juros e ganho de capital;9807016.09;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA017006HH;Recebimento de juros e ganho de capital;7861048.21;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022008YH;Recebimento de juros e ganho de capital;10000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA022009Q6;Recebimento de juros e ganho de capital;20000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA017007ER;Recebimento de juros e ganho de capital;12087639.18;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA02200AYH;Recebimento de juros e ganho de capital;20750000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA019005KG;Recebimento de juros e ganho de capital;1999369.09;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;22K00060990;Recebimento de juros e ganho de capital;1000000;Captação da primeira oferta
42.479.593/0001-60;2023-06-01;1;CRA02200AHU;Recebimento de juros e ganho de capital;30226721.38;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200BKP;Recebimento de juros e ganho de capital;30997760.65;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200BF7;Recebimento de juros e ganho de capital;10000000;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA0160002L;Recebimento de juros e ganho de capital;17914264.37;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA022009Q2;Recebimento de juros e ganho de capital;10097386.76;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA022007KK;Recebimento de juros e ganho de capital;21151790.92;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200CCH;Recebimento de juros e ganho de capital;25138764.38;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200CYP;Recebimento de juros e ganho de capital;20343491.42;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200BKQ;Recebimento de juros e ganho de capital;30000000;Captação da segunda oferta
42.479.593/0001-60;2023-06-01;1;CRA02200DQI;Recebimento de juros e ganho de capital;5000000;Captação da segunda oferta
