TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
FIDC;26.459.235/0001-30;LATACHE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;7287530.54;
FIDC;26.471.075/0001-44;JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-02-29;275485780.39;
FIDC;26.506.898/0001-68;TREVISO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2024-02-29;150982466.12;
FIDC;26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2024-02-29;9628611.89;
FIDC;26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PARADONIZADOS;2024-02-29;17238193.76;
FIDC;26.545.451/0001-06;FORNECEDORES BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-02-29;123076987.89;
FIDC;26.558.776/0001-15;WNT AÇÕES JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO;2024-02-29;11097775.47;
FIDC;26.558.785/0001-06;QT UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;376198025.64;
FIDC;26.560.778/0001-49;SCF BRAZIL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NP;2024-02-29;10168814.71;
FIDC;26.570.645/0001-53;JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;437598976.11;
FIDC;26.648.752/0001-57;RESQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;282124749.14;
FIDC;26.648.789/0001-85;PROJEÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-02-29;11182776.85;
FIDC;26.689.692/0001-10;ALGARVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;3393756.18;
FIDC;26.690.344/0001-63;FATORI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;1454456.38;
FIDC;26.690.373/0001-25;SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;144496714.06;
FIDC;26.690.689/0001-17;CONTINENTALBANCO NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - NAO PADRONIZADO;2024-02-29;203826891.99;
FIDC;26.704.185/0001-09;MTR 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;68724480.73;
FIDC;26.710.026/0001-17;ORION - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;20419268.55;
FIDC;26.756.123/0001-40;BERGAMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;96365834.62;
FIDC;26.756.137/0001-64;BASSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;219061220.58;
FIDC;26.812.192/0001-24;AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITORIOS;2024-02-29;169054387.75;
FIDC;26.820.949/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FORNECEDORES CRB;2024-02-29;198592903.67;
FIDC;26.913.809/0001-06;PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-02-29;13523543.14;
FIDC;26.984.508/0001-65;OCEAN ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;47276760.18;
FIDC;27.217.664/0001-63;JPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;46876058.15;
FIDC;27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-02-29;64396459.75;
FIDC;27.500.576/0001-74;HOD 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;441697618.77;
FIDC;27.531.244/0001-57;ONDABRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;21273335.51;
FIDC;27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;31572457.07;
FIDC;27.771.613/0001-89;CONQUEST BRAZIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;23239150.87;
FIDC;27.938.258/0001-90;AGUIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;10187764.89;
FIDC;27.944.627/0001-57;RESQ II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-02-29;353111407.56;
FIDC;27.944.660/0001-87;FACT LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;198650662.05;
FIDC;27.944.815/0001-85;PRIMEIRA LINHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;5705021.11;
FIDC;27.974.792/0001-51;ÓREAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-02-29;77166389.85;
FIDC;28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;109410262.35;
FIDC;28.079.865/0001-04;XPLORER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;17155558.30;
FIDC;28.079.873/0001-50;MULTIPLIKE INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILI;2024-02-29;284162265.85;
FIDC;28.152.179/0001-11;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS D&D;2024-02-29;99728319.09;
FIDC;28.152.199/0001-92;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LD;2024-02-29;109609833.76;
FIDC;28.153.046/0001-60;BLC II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZ;2024-02-29;1163265710.97;
FIDC;28.194.790/0001-02;ATICCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;48987895.55;
FIDC;28.194.817/0001-67;CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;121206751.26;
FIDC;28.240.255/0001-40;MARINO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;60393913.41;
FIDC;28.254.169/0001-97;VEGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;30673832.28;
FIDC;28.254.193/0001-26;BLP PRECATÓRIO III   - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;3854157.38;
FIDC;28.296.597/0001-82;HT3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;35927391.14;
FIDC;28.474.974/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS PRECATÓRIOS SELECIONADOS II;2024-02-29;23538046.06;
FIDC;28.549.910/0001-47;SGC UT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;70305362.40;
FIDC;28.549.975/0001-92;AGHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;60207802.76;
FIDC;28.651.441/0001-72;VERMILLION I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;357640102.61;
FIDC;28.671.036/0001-16;WFR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-02-29;5690591.05;
FIDC;28.671.081/0001-70;HERCULES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-02-29;166241969.88;
FIDC;28.796.986/0001-77;KINERET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;81385126.31;
FIDC;28.819.664/0001-04;TREVYS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;23548059.15;
FIDC;28.849.641/0001-34;SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2024-02-29;23270063.25;
FIDC;28.879.529/0001-46;CREDISA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-02-29;29401554.00;
FIDC;28.879.551/0001-96;NOVAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-02-29;61841945.48;
FIDC;28.880.384/0001-01;GENOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;114718.08;
FIDC;28.880.400/0001-58;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS GRAN CAPITAL RESPONSABILIDADE LIMITADA;2024-02-29;30475858.31;
FIDC;29.018.916/0001-50;UA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;27468980.29;
FIDC;29.077.751/0001-98;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREGUINHO;2024-02-29;100936162.46;
FIDC;29.077.762/0001-78;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VERYON;2024-02-29;99688726.59;
FIDC;29.085.410/0001-64;NEB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;21851052.68;
FIDC;29.085.424/0001-88;BH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;6040948.52;
FIDC;29.109.292/0001-87;PINARELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;19569303.51;
FIDC;29.109.316/0001-06;DFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-02-29;11199003.38;
FIDC;29.109.350/0001-72;JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;3030726467.51;
FIDC;29.109.383/0001-12;CAPITAL FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;19857807.94;
FIDC;29.109.411/0001-00;JC DIVERSIFICADO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;23958986.58;
FIDC;29.152.636/0001-30;ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;110691647.34;
FIDC;29.152.737/0001-01;POUSO ALEGRE FIC FIDC MULTISSETORIAL;2024-02-29;47160682.01;
FIDC;29.226.492/0001-10;TAURUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2024-02-29;301468683.68;
FIDC;29.226.654/0001-10;INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;0.00;
FIDC;29.226.704/0001-69;OPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2024-02-29;148895326.82;
FIDC;29.236.389/0001-50;TREVYS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;61939781.49;
FIDC;29.236.426/0001-20;SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;147034780.76;
FIDC;29.242.877/0001-70;AVANTI MULTIPLICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;121991726.68;
FIDC;29.242.908/0001-93;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGORA TELECOM;2024-02-29;67112286.33;
FIDC;29.242.913/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEON FGTS;2024-02-29;42402622.34;
FIDC;29.242.916/0001-30;JUNTOS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;15266407.09;
FIDC;29.242.926/0001-75;CONSIGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;33960372.33;
FIDC;29.242.933/0001-77;FORZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;13454927.39;
FIDC;29.242.992/0001-45;UNIQUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2024-02-29;61488809.15;
FIDC;29.242.999/0001-67;HOD II LONG PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;752805292.94;
FIDC;29.243.004/0001-82;LIMAJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;147381747.40;
FIDC;29.284.735/0001-76;ACREDITAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;38873023.87;
FIDC;29.284.754/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RIOJA NÃO PADRONIZADO;2024-02-29;119687780.48;
FIDC;29.284.795/0001-99;CANAVIEIRAS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC NP;2024-02-29;1992650.21;
FIDC;29.292.189/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS HENDRIKSEN;2024-02-29;-168644.06;
FIDC;29.292.230/0001-53;3S FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;21198490.95;
FIDC;29.319.754/0001-90;ALGARVE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;448726.14;
FIDC;29.461.840/0001-33;SIGMA CREDIT FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;37778147.06;
FIDC;29.469.420/0001-01;MULTIPLIKE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;555867026.50;
FIDC;29.469.502/0001-48;JC DIVERSIFICADO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;2068728.64;
FIDC;29.469.886/0001-07;JC DIVERSIFICADO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;167668786.96;
FIDC;29.492.726/0001-70;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF II;2024-02-29;356202.32;
FIDC;29.492.868/0001-38;MULTI RECEBÍVEIS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;38004169.64;
FIDC;29.602.897/0001-05;ANDROS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;970597.10;
FIDC;29.613.776/0001-69;DAVOS ADONAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;25533600.23;
FIDC;29.786.909/0001-07;LANCIA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;33161988.67;
FIDC;29.953.928/0001-72;META FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;27721916.48;
FIDC;29.969.815/0001-65;ALAMIN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;123036748.80;
FIDC;29.970.251/0001-80;SOLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-02-29;164229677.11;
FIDC;30.035.329/0001-59;VIAINVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL;2024-02-29;3156064.17;
FIDC;30.077.584/0001-64;XPCE SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;1293783.94;
FIDC;30.127.068/0001-05;ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;115217372.74;
FIDC;30.142.469/0001-26;META FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;4946884.29;
FIDC;30.144.052/0001-00;DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS;2024-02-29;4623565.80;
FIDC;30.144.093/0001-99;UTILITY CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;18071342.50;
FIDC;30.283.468/0001-00;CANAL 26 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;36564615.99;
FIDC;30.283.991/0001-28;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;3027524.17;
FIDC;30.284.028/0001-69;ATF I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;88906980.35;
FIDC;30.366.150/0001-84;SB CRÉDITO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;17022996.45;
FIDC;30.418.801/0001-32;FRADE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-02-29;31760784.30;
FIDC;30.418.951/0001-46;XPCE SPECIAL SITUATIONS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;101500283.71;
FIDC;30.659.203/0001-55;APPALOOSA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;75127049.56;
FIDC;30.659.303/0001-81;SIMOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;13259177.84;
FIDC;30.659.408/0001-30;PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;66697628.54;
FIDC;30.687.481/0001-16;IRIDIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-02-29;5108420.11;
FIDC;30.791.358/0001-40;G5 SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;265558964.67;
FIDC;30.807.628/0001-64;JC BG FIC FIDC NP;2024-02-29;76679645.39;
FIDC;30.808.087/0001-99;JIVE PRECATÓRIOS SELECIONADOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;48386839.65;
FIDC;30.808.102/0001-07;SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;17278513.38;
FIDC;30.808.119/0001-56;SG JC III FIC FIDC NP;2024-02-29;477455485.10;
FIDC;30.828.789/0001-34;DIPLOMATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO;2024-02-29;26024716.54;
FIDC;30.868.828/0001-27;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;138812896.84;
FIDC;31.024.386/0001-03;GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;485151750.54;
FIDC;31.216.459/0001-50;FIC FIDC TESOURARIA NP 1 - FIC FIDC NÃO PADRONIZADOS;2024-02-29;5693590.23;
FIDC;31.216.756/0001-04;GREEN AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;100022106.98;
FIDC;31.353.284/0001-23;COCARI FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2024-02-29;1130296.90;
FIDC;31.368.600/0001-30;DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;6544230.85;
FIDC;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA;2024-02-29;31838370.85;
FIDC;31.658.884/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONFIANÇA;2024-02-29;0.00;
FIDC;31.739.328/0001-58;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF;2024-02-29;56836507.33;
FIDC;31.739.396/0001-17;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF III;2024-02-29;377635793.63;
FIDC;31.771.948/0001-74;VLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-02-29;60574020.86;
FIDC;31.772.126/0001-08;IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-02-29;57915730.46;
FIDC;31.809.060/0001-83;TG SPECIALE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;51455751.85;
FIDC;31.844.721/0001-01;PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-02-29;133267250.80;
FIDC;31.881.591/0001-87;3B FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO;2024-02-29;7734537.97;
FIDC;31.881.619/0001-86;OPTACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;15858492.21;
FIDC;31.894.563/0001-02;BELSINOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;15011135.65;
FIDC;31.894.591/0001-11;RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;36189332.44;
FIDC;31.933.158/0001-48;TCJUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;0.00;
FIDC;31.933.790/0001-91;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS INVISTA ATIVOS ALTERNATIVOS I;2024-02-29;84055866.57;
FIDC;32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-02-29;486124967.98;
FIDC;32.150.193/0001-53;CRUCE I FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-02-29;63627725.07;
FIDC;32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-02-29;144798120.23;
FIDC;32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2024-02-29;13054262.33;
FIDC;32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2024-02-29;743035194.45;
FIDC;32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;120785098.57;
FIDC;32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;17572032.80;
FIDC;32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;6673804.33;
FIDC;32.202.903/0001-41;MATRIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;95414103.00;
FIDC;32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2024-02-29;3027398.86;
FIDC;32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-02-29;11673260.08;
FIDC;32.274.315/0001-13;JAZZ FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;568066854.00;
FIDC;32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;463185366.65;
FIDC;32.274.365/0001-09;FCC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;46719358.41;
FIDC;32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;301588923.82;
FIDC;32.274.432/0001-87;MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-02-29;1900384581.27;
FIDC;32.274.528/0001-45;SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-02-29;14428755.00;
FIDC;32.274.571/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS V11;2024-02-29;269741119.29;
FIDC;32.274.625/0001-38;WELLESLEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-02-29;43638879.17;
FIDC;32.287.668/0001-58;ARKOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;25856179.51;
FIDC;32.295.244/0001-35;CREDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - CREDORES FIDC NP;2024-02-29;4875336.17;
FIDC;32.316.919/0001-85;CASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-02-29;10687518.84;
